Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,CompTotal,LanguageHaveWorkedWith,DatabaseChoice,DatabaseHaveWorkedWith,ConvertedCompYearly,ConvertedCompYearly_w
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,12.0,Data engineer,"10,000 or more employees",Individual contributor,Remote,Media & Advertising Services,United States of America,150000.0,Bash/Shell (all shells);Java;PowerShell;Python;Scala;SQL,Yes,Cosmos DB;Databricks SQL;MySQL;Oracle,150000.0,150000.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4.0,6.0,Data engineer,"10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Media & Advertising Services,Germany,75000.0,Python;SQL,Yes,BigQuery;Microsoft SQL Server;PostgreSQL,87011.0,87011.0
45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,5.0,Data scientist,20 to 99 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Healthcare,United States of America,220000.0,MATLAB;MicroPython;Python;SQL,Yes,DuckDB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,220000.0,220000.0
35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,8.0,Data scientist,Less than 20 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Healthcare,Kenya,600000.0,C++;Java;Visual Basic (.Net),No,nan,4644.0,4644.0
55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,27.0,28.0,Database administrator or engineer,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Insurance,United States of America,140000.0,Bash/Shell (all shells);C#;PowerShell;SQL;VBA;Visual Basic (.Net),Yes,Cosmos DB;Microsoft SQL Server,140000.0,140000.0
25-34 years old,Some college/university study without earning a degree,Employed,6.0,11.0,Database administrator or engineer,Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Serbia,1200000.0,HTML/CSS;Java;JavaScript;SQL,Yes,Oracle,11880.0,11880.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",10.0,25.0,Data engineer,Less than 20 employees,Individual contributor,Remote,Software Development,Italy,16000.0,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;Perl;PHP;Python;Ruby,Yes,Cloud Firestore;Microsoft SQL Server;MongoDB;MySQL,18562.0,18562.0
55-64 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",10.0,10.0,Data scientist,nan,nan,nan,Software Development,Bulgaria,60000.0,SQL;VBA;Visual Basic (.Net),Yes,Microsoft SQL Server,69609.0,69609.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9.0,6.0,Data or business analyst,"10,000 or more employees",Individual contributor,Remote,Fintech,Portugal,50000.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,Yes,DuckDB;PostgreSQL;SQLite,58007.0,58007.0
25-34 years old,Other (please specify):,"Independent contractor, freelancer, or self-employed",11.0,13.0,Data scientist,nan,nan,nan,Software Development,Switzerland,88999.0,C;C#;C++;COBOL;Go;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL;Swift;TypeScript,Yes,BigQuery;Cosmos DB;IBM DB2;Microsoft Access;Microsoft SQL Server;MongoDB;SQLite;Amazon Redshift,110352.0,110352.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9.0,10.0,Data engineer,"Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,France,70000.0,Bash/Shell (all shells);Groovy;Java;Python;R;Scala;SQL,Yes,BigQuery;Databricks SQL;DuckDB;Dynamodb;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;Redis;Snowflake;SQLite;Amazon Redshift,81210.0,81210.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5.0,7.0,Data engineer,"1,000 to 4,999 employees",Individual contributor,Remote,Software Development,Brazil,156000.0,Bash/Shell (all shells);Go;JavaScript;Python;SQL;TypeScript,Yes,Databricks SQL;Dynamodb;Microsoft SQL Server;MongoDB;PostgreSQL;Redis,28398.0,28398.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4.0,7.0,Data engineer,100 to 499 employees,Individual contributor,Remote,Software Development,India,800000.0,Bash/Shell (all shells);Python;Rust;SQL,Yes,BigQuery;Snowflake,9299.0,9299.0
35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",5.0,7.0,Database administrator or engineer,nan,nan,nan,Banking/Financial Services,Nigeria,100000.0,Ada;C#;Delphi;F#;JavaScript;MATLAB;OCaml;Rust;VBA;Visual Basic (.Net);Zig,Yes,BigQuery;Cloud Firestore;Cosmos DB;Firebase Realtime Database;H2;MySQL;Clickhouse;Valkey,65.0,65.0
45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,35.0,35.0,Database administrator or engineer,nan,nan,"Hybrid (some remote, leans heavy to in-person)",Computer Systems Design and Services,United Kingdom of Great Britain and Northern Ireland,100000.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;Ruby;SQL;VBA,nan,Microsoft Access;Microsoft SQL Server;MySQL;Oracle,136141.0,136141.0
45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,19.0,45.0,Data engineer,"1,000 to 4,999 employees",Individual contributor,Remote,Insurance,Canada,144000.0,Bash/Shell (all shells);C;Go;SQL,Yes,BigQuery;Microsoft SQL Server;PostgreSQL,105060.0,105060.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,7.0,Data engineer,Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,Netherlands,48000.0,C;C++;Java;JavaScript;Python;R;SQL,Yes,Elasticsearch;MariaDB;Microsoft Access;MongoDB;MySQL;PostgreSQL;Redis;SQLite,55687.0,55687.0
45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,25.0,30.0,Data engineer,500 to 999 employees,People manager,Remote,Media & Advertising Services,Germany,103000.0,Bash/Shell (all shells);Elixir;Erlang;HTML/CSS;Java;JavaScript;TypeScript,Yes,PostgreSQL,119495.0,119495.0
35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,19.0,12.0,Data engineer,"10,000 or more employees",Individual contributor,Remote,Software Development,United States of America,275000.0,Bash/Shell (all shells);C#;Go;PowerShell;Python;R;Scala;SQL,Yes,Databricks SQL;DuckDB;Microsoft SQL Server;PostgreSQL;SQLite;Amazon Redshift,275000.0,275000.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5.0,7.0,Data scientist,"10,000 or more employees",Individual contributor,Remote,Software Development,Colombia,200000000.0,HTML/CSS;Python;R;SQL;Swift,Yes,BigQuery;Databricks SQL;MongoDB;MySQL;PostgreSQL;SQLite;Supabase;Amazon Redshift,48937.0,48937.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,10.0,Data or business analyst,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,Lithuania,31800.0,Bash/Shell (all shells);Python;R;Rust;SQL,Yes,DuckDB;Microsoft SQL Server;PostgreSQL,36893.0,36893.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,16.0,Database administrator or engineer,100 to 499 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,India,2200000.0,PowerShell;Python;SQL,Yes,IBM DB2;Microsoft SQL Server;PostgreSQL,25573.0,25573.0
35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,7.0,Data engineer,500 to 999 employees,Individual contributor,Remote,Fintech,United States of America,126000.0,Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,Yes,MySQL;Oracle;PostgreSQL,126000.0,126000.0
45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",20.0,25.0,Data or business analyst,Less than 20 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Energy,Denmark,500000.0,C;C++;HTML/CSS;PowerShell;Python;R;SQL,Yes,MariaDB;Microsoft SQL Server;SQLite,77760.0,77760.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",11.0,7.0,Database administrator or engineer,"Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,Remote,Energy,United States of America,240000.0,Bash/Shell (all shells);JavaScript;PowerShell;Python;SQL,Yes,Microsoft SQL Server;PostgreSQL;Snowflake,240000.0,240000.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,14.0,14.0,Data engineer,500 to 999 employees,Individual contributor,Remote,Other:,Germany,80000.0,nan,Yes,Microsoft SQL Server,92812.0,92812.0
45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,19.0,Data scientist,"1,000 to 4,999 employees",Individual contributor,Remote,Retail and Consumer Services,United States of America,177000.0,Python;R;SQL,Yes,Microsoft SQL Server;Neo4J;Snowflake,177000.0,177000.0
45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,26.0,15.0,Data or business analyst,"10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Media & Advertising Services,United Kingdom of Great Britain and Northern Ireland,60500.0,Python;SQL,Yes,BigQuery;PostgreSQL,82366.0,82366.0
45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,28.0,25.0,Data or business analyst,"1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Other:,United States of America,132000.0,Python;SQL,Yes,Databricks SQL;Amazon Redshift,132000.0,132000.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,15.0,Data engineer,100 to 499 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Fintech,Slovakia,100000.0,Bash/Shell (all shells);Python;SQL,Yes,InfluxDB;PostgreSQL;Clickhouse,116015.0,116015.0
45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,15.0,Database administrator or engineer,Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Fintech,United States of America,100000.0,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;COBOL;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;R;SQL;TypeScript,Yes,BigQuery;Cassandra;Cloud Firestore;Cosmos DB;Databricks SQL;Datomic;DuckDB;Dynamodb;Elasticsearch;Firebase Realtime Database;H2;IBM DB2;InfluxDB;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;Redis;Snowflake;SQLite;Supabase;Clickhouse;Cockroachdb;Amazon Redshift;Pocketbase;Valkey,100000.0,100000.0
35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,35.0,Data engineer,Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Other:,Belgium,56000.0,Bash/Shell (all shells);HTML/CSS;Python;SQL,Yes,BigQuery;DuckDB;PostgreSQL;SQLite,64968.0,64968.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,13.0,Data scientist,"1,000 to 4,999 employees",Individual contributor,Remote,Banking/Financial Services,United States of America,100000.0,R,Yes,nan,100000.0,100000.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,12.0,Data engineer,100 to 499 employees,Individual contributor,In-person,"Internet, Telecomm or Information Services",Uganda,18000000.0,Bash/Shell (all shells);Go;Lua;PowerShell;Python;VBA,Yes,MongoDB,5005.0,5005.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,7.0,Data scientist,"10,000 or more employees",People manager,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,United States of America,100000.0,Bash/Shell (all shells);Python,Yes,nan,100000.0,100000.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3.0,6.0,Data engineer,"10,000 or more employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Insurance,Slovakia,42000.0,Python;SQL,Yes,PostgreSQL,48726.0,48726.0
45-54 years old,"Associate degree (A.A., A.S., etc.)",Employed,25.0,25.0,Data engineer,500 to 999 employees,Individual contributor,Remote,Government,United States of America,170000.0,Python;SQL,Yes,BigQuery;Microsoft SQL Server;Oracle,170000.0,170000.0
25-34 years old,"Associate degree (A.A., A.S., etc.)",Employed,6.0,8.0,Data engineer,100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)","Internet, Telecomm or Information Services",Slovenia,60000.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL,Yes,Elasticsearch;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,69609.0,69609.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,23.0,25.0,Data engineer,"1,000 to 4,999 employees",Individual contributor,Remote,Software Development,Brazil,198000.0,Bash/Shell (all shells);Python;SQL,Yes,Cosmos DB;Microsoft SQL Server,36043.0,36043.0
35-44 years old,Some college/university study without earning a degree,Employed,18.0,25.0,Database administrator or engineer,100 to 499 employees,Individual contributor,Remote,Software Development,Netherlands,180000.0,Bash/Shell (all shells);C;Go;Python;Rust;SQL,Yes,PostgreSQL;SQLite,208826.0,208826.0
45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,30.0,20.0,Data scientist,500 to 999 employees,Individual contributor,Remote,Software Development,United States of America,300000.0,Dart;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,Yes,Microsoft SQL Server;Neo4J;Supabase,300000.0,300000.0
18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,10.0,Data scientist,Less than 20 employees,Individual contributor,In-person,Fintech,United States of America,80000.0,HTML/CSS;JavaScript;Python;SQL;TypeScript,Yes,PostgreSQL;Supabase,80000.0,80000.0
35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,12.0,Data engineer,20 to 99 employees,Individual contributor,Remote,Healthcare,United States of America,140000.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;Ruby;Scala;SQL;TypeScript;VBA,Yes,Databricks SQL;Dynamodb;Microsoft SQL Server;MySQL;PostgreSQL;Redis;Snowflake,140000.0,140000.0
45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,25.0,Data engineer,20 to 99 employees,Individual contributor,In-person,Healthcare,Germany,75000.0,C#;Java;Python,Yes,MongoDB;MySQL;Oracle;PostgreSQL;Supabase,87011.0,87011.0
35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,11.0,8.0,Data scientist,500 to 999 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Software Development,Chile,100000.0,nan,nan,nan,106.0,106.0
55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30.0,30.0,Database administrator or engineer,"10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Manufacturing,United States of America,200000.0,nan,nan,nan,200000.0,200000.0
65 years or older,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",40.0,55.0,Data scientist,"Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,Remote,"Internet, Telecomm or Information Services",United States of America,200000.0,Assembly;Bash/Shell (all shells);C;C++;Fortran;Java;PowerShell;Python;R;SQL;VBA,Yes,Microsoft Access;MySQL;Oracle,200000.0,200000.0
18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,2.0,9.0,Data engineer,20 to 99 employees,Individual contributor,In-person,"Transportation, or Supply Chain",Malaysia,60000.0,Assembly;C;C++;PowerShell;Python;SQL,Yes,Cosmos DB;IBM DB2;MariaDB;MySQL;PostgreSQL;SQLite,14138.0,14138.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6.0,2.0,Data or business analyst,20 to 99 employees,Individual contributor,In-person,Healthcare,India,450000.0,HTML/CSS,nan,nan,5231.0,5231.0
25-34 years old,Some college/university study without earning a degree,Not employed,1.0,5.0,Data scientist,nan,nan,nan,nan,Kenya,30000.0,C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;Python;R;Ruby;SQL,Yes,BigQuery;Databricks SQL;IBM DB2;Microsoft SQL Server;MySQL,30000.0,30000.0
25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Independent contractor, freelancer, or self-employed",10.0,15.0,Data scientist,nan,nan,nan,Other:,Austria,70000.0,Bash/Shell (all shells);C;C#;C++;Fortran;HTML/CSS;JavaScript;MATLAB;PHP;PowerShell;Prolog;Python;SQL,Yes,InfluxDB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Neo4J;PostgreSQL,81210.0,81210.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,1.0,5.0,Data or business analyst,Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Government,Burundi,5052360.0,C;C++;MATLAB;Python;R;SQL;VBA,Yes,MySQL,1697.0,1697.0
25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,10.0,Data engineer,"10,000 or more employees",Individual contributor,In-person,"Internet, Telecomm or Information Services",Malaysia,140000.0,Bash/Shell (all shells);Go;HTML/CSS;Python;Rust;SQL,Yes,BigQuery;MySQL;PostgreSQL;Redis,32988.0,32988.0
25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6.0,8.0,Data engineer,"5,000 to 9,999 employees",Individual contributor,In-person,"Internet, Telecomm or Information Services",Finland,73000.0,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Yes,Cassandra;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,84691.0,84691.0
